Name,Education Qualification,Gender,Community,Religion,Exservice-men,Disability,Sports,Annual-Percentage,Income,India,Outcome
Scholarship Scheme 2702,Doctorate,All,SC,Muslim,Yes,No,No,85.59,High,Yes,0
Scholarship Scheme 2703,High School,Male,ST,Hindu,No,No,Yes,76.16,Medium,Yes,0
Scholarship Scheme 2704,Undergraduate,Female,SC,Sikh,Yes,No,Yes,61.12,High,Yes,0
Scholarship Scheme 2705,High School,Female,SC,Hindu,No,No,Yes,92.23,Low,Yes,0
Scholarship Scheme 2706,Postgraduate,Male,General,Sikh,No,Yes,Yes,90.83,Low,Yes,0
Scholarship Scheme 2707,Undergraduate,Female,SC,Muslim,No,Yes,No,69.76,High,Yes,0
Scholarship Scheme 2708,Postgraduate,All,OBC,Muslim,Yes,Yes,No,79.37,Medium,Yes,0
Scholarship Scheme 2709,High School,Female,SC,Hindu,No,No,Yes,62.87,Medium,Yes,1
Scholarship Scheme 2710,High School,Female,ST,Christian,Yes,No,No,84.42,High,Yes,1
Scholarship Scheme 2711,Postgraduate,Female,OBC,Christian,Yes,No,Yes,65.42,Low,Yes,1
Scholarship Scheme 2712,Doctorate,Male,General,Muslim,No,Yes,No,92.12,High,Yes,1
Scholarship Scheme 2713,Postgraduate,All,ST,Sikh,Yes,No,Yes,60.85,High,Yes,0
Scholarship Scheme 2714,High School,Female,OBC,Christian,No,Yes,Yes,50.74,Medium,Yes,1
Scholarship Scheme 2715,Postgraduate,Male,ST,Muslim,Yes,No,Yes,63.4,Low,Yes,0
Scholarship Scheme 2716,Doctorate,Female,OBC,Sikh,Yes,No,Yes,59.53,Medium,Yes,1
Scholarship Scheme 2717,Postgraduate,All,ST,Sikh,Yes,No,No,75.36,Medium,Yes,0
Scholarship Scheme 2718,Doctorate,Female,ST,Christian,Yes,Yes,Yes,60.16,Low,Yes,1
Scholarship Scheme 2719,Doctorate,All,OBC,Muslim,No,Yes,No,88.08,Low,Yes,0
Scholarship Scheme 2720,Postgraduate,Female,General,Sikh,Yes,Yes,No,62.04,Low,Yes,0
Scholarship Scheme 2721,Postgraduate,All,General,Sikh,No,No,No,85.28,High,Yes,1
Scholarship Scheme 2722,Undergraduate,Female,ST,Hindu,Yes,Yes,Yes,78.87,Low,Yes,1
Scholarship Scheme 2723,High School,All,ST,Hindu,No,No,No,99.21,High,Yes,0
Scholarship Scheme 2724,Doctorate,Female,General,Christian,No,No,No,99.9,Medium,Yes,1
Scholarship Scheme 2725,Undergraduate,Female,General,Hindu,Yes,Yes,No,93.39,Low,Yes,0
Scholarship Scheme 2726,Postgraduate,Male,SC,Muslim,Yes,Yes,Yes,87.92,High,Yes,1
Scholarship Scheme 2727,High School,Male,General,Christian,No,No,No,69.28,High,Yes,0
Scholarship Scheme 2728,Undergraduate,All,ST,Christian,Yes,No,Yes,87.59,High,Yes,1
Scholarship Scheme 2729,Doctorate,Female,OBC,Hindu,Yes,No,No,97.74,High,Yes,0
Scholarship Scheme 2730,Undergraduate,All,General,Sikh,Yes,No,No,51.17,Medium,Yes,1
Scholarship Scheme 2731,Doctorate,Male,SC,Muslim,Yes,Yes,Yes,76.84,Low,Yes,0
Scholarship Scheme 2732,Postgraduate,All,SC,Muslim,Yes,Yes,Yes,60.88,Low,Yes,0
Scholarship Scheme 2733,High School,All,SC,Muslim,Yes,Yes,No,77.84,Low,Yes,0
Scholarship Scheme 2734,High School,Male,OBC,Christian,Yes,No,Yes,73.28,Low,Yes,0
Scholarship Scheme 2735,High School,Female,General,Muslim,Yes,No,No,78.73,Low,Yes,0
Scholarship Scheme 2736,Postgraduate,All,General,Sikh,Yes,No,No,77.49,Low,Yes,1
Scholarship Scheme 2737,Doctorate,Male,General,Sikh,No,Yes,Yes,97.91,High,Yes,0
Scholarship Scheme 2738,Postgraduate,Female,OBC,Hindu,Yes,No,Yes,77.55,Low,Yes,0
Scholarship Scheme 2739,High School,Male,OBC,Muslim,Yes,No,Yes,92.23,High,Yes,0
Scholarship Scheme 2740,Postgraduate,All,ST,Christian,Yes,Yes,No,65.96,Medium,Yes,0
Scholarship Scheme 2741,Postgraduate,Female,SC,Hindu,Yes,Yes,No,71.86,High,Yes,0
Scholarship Scheme 2742,Postgraduate,Female,SC,Sikh,Yes,No,No,73.47,Medium,Yes,1
Scholarship Scheme 2743,Doctorate,Male,General,Muslim,No,Yes,Yes,63.91,Low,Yes,0
Scholarship Scheme 2744,Undergraduate,Male,OBC,Sikh,No,No,Yes,68.95,Medium,Yes,0
Scholarship Scheme 2745,Undergraduate,Male,OBC,Hindu,Yes,Yes,Yes,79.87,Medium,Yes,0
Scholarship Scheme 2746,Postgraduate,Female,General,Sikh,No,No,No,78.95,High,Yes,1
Scholarship Scheme 2747,Undergraduate,Female,General,Muslim,Yes,Yes,Yes,81.76,High,Yes,1
Scholarship Scheme 2748,Undergraduate,All,ST,Muslim,Yes,Yes,Yes,67.56,Medium,Yes,1
Scholarship Scheme 2749,Postgraduate,Female,SC,Hindu,No,Yes,No,65.76,Medium,Yes,0
Scholarship Scheme 2750,Postgraduate,All,SC,Muslim,No,Yes,Yes,80.52,Low,Yes,1
Scholarship Scheme 2751,High School,Male,SC,Sikh,No,No,Yes,56.63,High,Yes,1
Scholarship Scheme 2752,Undergraduate,Male,ST,Sikh,No,No,No,62.63,Medium,Yes,1
Scholarship Scheme 2753,Doctorate,Female,General,Christian,No,Yes,No,52.1,High,Yes,0
Scholarship Scheme 2754,Postgraduate,Male,General,Christian,Yes,No,No,53.62,Low,Yes,1
Scholarship Scheme 2755,High School,Male,SC,Christian,Yes,Yes,No,62.14,Low,Yes,0
Scholarship Scheme 2756,Doctorate,Female,SC,Sikh,Yes,Yes,No,50.97,Medium,Yes,0
Scholarship Scheme 2757,Undergraduate,All,ST,Sikh,No,No,No,62.25,Low,Yes,0
Scholarship Scheme 2758,High School,Female,OBC,Hindu,Yes,No,Yes,82.68,Medium,Yes,1
Scholarship Scheme 2759,Postgraduate,All,OBC,Christian,No,No,Yes,53.05,High,Yes,1
Scholarship Scheme 2760,Doctorate,Female,SC,Sikh,Yes,No,No,71.79,High,Yes,1
Scholarship Scheme 2761,Postgraduate,Female,ST,Hindu,No,No,No,95.56,Medium,Yes,1
Scholarship Scheme 2762,Undergraduate,Male,SC,Sikh,No,No,Yes,89.49,Medium,Yes,1
Scholarship Scheme 2763,Doctorate,Female,OBC,Hindu,Yes,No,No,65.24,Medium,Yes,1
Scholarship Scheme 2764,Undergraduate,Female,SC,Christian,Yes,Yes,No,96.15,High,Yes,0
Scholarship Scheme 2765,Undergraduate,All,OBC,Christian,Yes,No,Yes,66.45,High,Yes,0
Scholarship Scheme 2766,High School,Male,OBC,Christian,Yes,Yes,Yes,53.62,Low,Yes,1
Scholarship Scheme 2767,Postgraduate,All,OBC,Sikh,No,No,No,99.6,Low,Yes,0
Scholarship Scheme 2768,Doctorate,All,General,Sikh,Yes,No,No,93.41,High,Yes,1
Scholarship Scheme 2769,Undergraduate,Male,General,Hindu,No,Yes,Yes,73.25,High,Yes,1
Scholarship Scheme 2770,Undergraduate,Male,SC,Muslim,Yes,Yes,No,83.25,Medium,Yes,0
Scholarship Scheme 2771,Doctorate,Male,OBC,Muslim,Yes,Yes,Yes,83.49,High,Yes,1
Scholarship Scheme 2772,Undergraduate,Female,General,Christian,Yes,Yes,Yes,59.7,High,Yes,0
Scholarship Scheme 2773,High School,Male,SC,Muslim,Yes,No,No,59.98,Low,Yes,0
Scholarship Scheme 2774,High School,Male,SC,Christian,Yes,No,Yes,73.43,Low,Yes,0
Scholarship Scheme 2775,High School,Male,SC,Hindu,No,Yes,Yes,95.49,Medium,Yes,1
Scholarship Scheme 2776,High School,All,SC,Muslim,Yes,Yes,Yes,50.5,Low,Yes,1
Scholarship Scheme 2777,Undergraduate,All,SC,Muslim,No,No,No,89.05,Medium,Yes,0
Scholarship Scheme 2778,Doctorate,Female,ST,Christian,Yes,No,No,52.87,High,Yes,0
Scholarship Scheme 2779,Doctorate,All,OBC,Hindu,No,Yes,No,73.86,High,Yes,0
Scholarship Scheme 2780,Doctorate,Female,SC,Muslim,Yes,No,Yes,81.83,Medium,Yes,0
Scholarship Scheme 2781,Doctorate,All,ST,Muslim,Yes,No,Yes,84.27,Low,Yes,0
Scholarship Scheme 2782,Postgraduate,Male,OBC,Muslim,Yes,Yes,No,52.92,Low,Yes,1
Scholarship Scheme 2783,Doctorate,All,General,Hindu,No,Yes,Yes,70.89,High,Yes,1
Scholarship Scheme 2784,Postgraduate,Female,SC,Hindu,No,Yes,Yes,79.13,Low,Yes,1
Scholarship Scheme 2785,Postgraduate,All,ST,Muslim,Yes,Yes,No,53.3,Medium,Yes,0
Scholarship Scheme 2786,High School,Male,General,Christian,Yes,No,Yes,56.74,High,Yes,0
Scholarship Scheme 2787,Postgraduate,Female,ST,Christian,Yes,Yes,Yes,83.12,Low,Yes,1
Scholarship Scheme 2788,Undergraduate,Male,OBC,Muslim,No,No,Yes,76.03,High,Yes,1
Scholarship Scheme 2789,Postgraduate,Male,OBC,Hindu,Yes,No,Yes,58.08,High,Yes,0
Scholarship Scheme 2790,High School,Female,General,Muslim,No,No,Yes,76.71,Low,Yes,0
Scholarship Scheme 2791,Postgraduate,Male,ST,Hindu,Yes,No,Yes,95.54,Medium,Yes,1
Scholarship Scheme 2792,Undergraduate,Male,SC,Muslim,No,Yes,No,50.78,Low,Yes,0
Scholarship Scheme 2793,Undergraduate,All,SC,Hindu,No,No,No,82.07,Low,Yes,1
Scholarship Scheme 2794,Undergraduate,Male,General,Sikh,No,Yes,Yes,53.68,Low,Yes,0
Scholarship Scheme 2795,High School,Male,General,Christian,Yes,No,No,50.32,Low,Yes,0
Scholarship Scheme 2796,High School,Male,General,Sikh,No,Yes,No,57.52,Low,Yes,1
Scholarship Scheme 2797,Doctorate,Male,ST,Christian,Yes,No,No,71.1,Low,Yes,0
Scholarship Scheme 2798,High School,Female,SC,Hindu,No,No,Yes,90.04,Medium,Yes,0
Scholarship Scheme 2799,Undergraduate,All,SC,Sikh,Yes,Yes,No,64.06,High,Yes,0
Scholarship Scheme 2800,Undergraduate,Male,SC,Christian,No,Yes,Yes,81.22,Medium,Yes,1
Scholarship Scheme 2801,High School,Male,General,Muslim,No,Yes,No,70.52,Low,Yes,1
Scholarship Scheme 2802,Postgraduate,Female,SC,Hindu,Yes,Yes,No,61.69,Medium,Yes,0
Scholarship Scheme 2803,High School,Male,OBC,Hindu,Yes,No,Yes,75.66,High,Yes,1
Scholarship Scheme 2804,High School,Female,General,Muslim,No,No,No,89.79,Medium,Yes,0
Scholarship Scheme 2805,Undergraduate,All,SC,Muslim,No,No,Yes,91.54,Low,Yes,0
Scholarship Scheme 2806,Doctorate,All,ST,Christian,Yes,No,No,92.24,High,Yes,0
Scholarship Scheme 2807,Undergraduate,Male,General,Hindu,No,No,No,66.89,Low,Yes,1
Scholarship Scheme 2808,Doctorate,Male,OBC,Christian,No,Yes,No,89.59,Low,Yes,0
Scholarship Scheme 2809,Undergraduate,Male,OBC,Muslim,Yes,Yes,No,60.59,High,Yes,0
Scholarship Scheme 2810,High School,Female,ST,Hindu,Yes,No,Yes,86.85,High,Yes,0
Scholarship Scheme 2811,Undergraduate,Male,ST,Muslim,Yes,Yes,Yes,97.32,Low,Yes,0
Scholarship Scheme 2812,Undergraduate,Male,General,Christian,No,No,No,50.69,Medium,Yes,1
Scholarship Scheme 2813,Undergraduate,All,General,Christian,No,No,Yes,71.97,High,Yes,0
Scholarship Scheme 2814,High School,Male,OBC,Christian,No,Yes,No,82.32,Medium,Yes,0
Scholarship Scheme 2815,High School,All,ST,Hindu,Yes,No,Yes,85.02,Medium,Yes,0
Scholarship Scheme 2816,High School,Male,General,Muslim,No,Yes,Yes,58.79,High,Yes,0
Scholarship Scheme 2817,High School,All,OBC,Muslim,Yes,No,Yes,98.51,Medium,Yes,1
Scholarship Scheme 2818,Doctorate,Male,ST,Christian,Yes,Yes,No,80.7,High,Yes,0
Scholarship Scheme 2819,Doctorate,All,OBC,Christian,No,No,Yes,58.2,High,Yes,0
Scholarship Scheme 2820,Postgraduate,Female,SC,Christian,Yes,No,Yes,51.02,High,Yes,1
Scholarship Scheme 2821,High School,All,ST,Christian,No,Yes,No,89.08,High,Yes,0
Scholarship Scheme 2822,Doctorate,All,General,Sikh,Yes,No,No,53.98,Medium,Yes,1
Scholarship Scheme 2823,Undergraduate,All,General,Sikh,Yes,No,No,57.04,Medium,Yes,1
Scholarship Scheme 2824,High School,Male,SC,Sikh,Yes,Yes,Yes,78.68,High,Yes,0
Scholarship Scheme 2825,Postgraduate,Male,ST,Christian,No,Yes,Yes,80.11,High,Yes,0
Scholarship Scheme 2826,Postgraduate,Male,OBC,Christian,Yes,Yes,Yes,84.28,High,Yes,0
Scholarship Scheme 2827,Postgraduate,Female,General,Muslim,No,No,Yes,69.64,High,Yes,1
Scholarship Scheme 2828,Undergraduate,Female,SC,Hindu,Yes,Yes,Yes,88.62,Low,Yes,1
Scholarship Scheme 2829,Doctorate,All,SC,Muslim,Yes,Yes,Yes,98.62,Medium,Yes,0
Scholarship Scheme 2830,Undergraduate,Female,ST,Sikh,Yes,Yes,No,63.53,Medium,Yes,0
Scholarship Scheme 2831,High School,All,ST,Muslim,No,No,Yes,85.08,High,Yes,1
Scholarship Scheme 2832,Postgraduate,All,General,Christian,No,Yes,Yes,96.33,Low,Yes,0
Scholarship Scheme 2833,Undergraduate,All,SC,Sikh,No,No,Yes,84.25,Low,Yes,0
Scholarship Scheme 2834,Undergraduate,Female,OBC,Sikh,No,No,No,83.99,Low,Yes,0
Scholarship Scheme 2835,Doctorate,Male,SC,Hindu,No,Yes,Yes,61.17,High,Yes,1
Scholarship Scheme 2836,Doctorate,Female,OBC,Hindu,Yes,No,No,76.7,Low,Yes,0
Scholarship Scheme 2837,Postgraduate,All,OBC,Sikh,Yes,No,Yes,78.07,High,Yes,0
Scholarship Scheme 2838,Undergraduate,All,General,Sikh,No,No,No,84.94,Low,Yes,1
Scholarship Scheme 2839,Undergraduate,Female,SC,Muslim,No,No,No,99.74,High,Yes,0
Scholarship Scheme 2840,Doctorate,All,OBC,Sikh,No,No,No,51.68,High,Yes,0
Scholarship Scheme 2841,Undergraduate,All,ST,Christian,No,Yes,Yes,53.26,Medium,Yes,1
Scholarship Scheme 2842,Undergraduate,Female,OBC,Muslim,Yes,Yes,No,53.89,High,Yes,0
Scholarship Scheme 2843,Undergraduate,Female,ST,Christian,No,Yes,Yes,87.07,Low,Yes,1
Scholarship Scheme 2844,Doctorate,Female,ST,Christian,No,No,No,56.8,Medium,Yes,0
Scholarship Scheme 2845,Postgraduate,All,SC,Christian,No,Yes,Yes,81.06,Low,Yes,0
Scholarship Scheme 2846,High School,All,ST,Sikh,No,No,No,66.2,High,Yes,0
Scholarship Scheme 2847,Postgraduate,Male,OBC,Hindu,Yes,No,No,72.82,Medium,Yes,1
Scholarship Scheme 2848,High School,Male,ST,Hindu,Yes,No,Yes,60.76,High,Yes,1
Scholarship Scheme 2849,Undergraduate,Female,SC,Christian,No,No,No,93.22,High,Yes,0
Scholarship Scheme 2850,Postgraduate,Male,General,Sikh,Yes,Yes,Yes,79.25,Low,Yes,0
Scholarship Scheme 2851,High School,All,OBC,Muslim,Yes,No,No,97.13,Low,Yes,0
Scholarship Scheme 2852,Doctorate,Male,OBC,Christian,No,Yes,No,78.67,Low,Yes,1
Scholarship Scheme 2853,Doctorate,All,SC,Muslim,No,Yes,Yes,56.18,Medium,Yes,1
Scholarship Scheme 2854,Postgraduate,Female,SC,Muslim,Yes,No,Yes,58.53,Low,Yes,0
Scholarship Scheme 2855,Postgraduate,Female,SC,Sikh,Yes,Yes,Yes,99.35,High,Yes,0
Scholarship Scheme 2856,Undergraduate,All,SC,Sikh,Yes,Yes,No,86.21,Medium,Yes,0
Scholarship Scheme 2857,Postgraduate,Male,OBC,Hindu,Yes,Yes,Yes,52.46,Low,Yes,1
Scholarship Scheme 2858,Undergraduate,Female,General,Hindu,Yes,No,Yes,85.12,Low,Yes,0
Scholarship Scheme 2859,Undergraduate,Female,ST,Sikh,No,No,No,70.57,Low,Yes,0
Scholarship Scheme 2860,Doctorate,Male,ST,Christian,Yes,No,Yes,65.33,High,Yes,0
Scholarship Scheme 2861,Doctorate,Male,General,Hindu,Yes,Yes,Yes,57.69,Low,Yes,0
Scholarship Scheme 2862,High School,All,General,Muslim,Yes,Yes,No,91.91,High,Yes,0
Scholarship Scheme 2863,Doctorate,Male,General,Christian,Yes,No,No,53.19,Medium,Yes,0
Scholarship Scheme 2864,Doctorate,Male,SC,Muslim,Yes,No,No,64.46,Low,Yes,0
Scholarship Scheme 2865,Postgraduate,Male,OBC,Sikh,Yes,Yes,No,65.29,High,Yes,0
Scholarship Scheme 2866,Doctorate,All,OBC,Muslim,Yes,No,No,58.03,Low,Yes,0
Scholarship Scheme 2867,High School,All,OBC,Christian,Yes,No,Yes,75.36,Low,Yes,0
Scholarship Scheme 2868,Postgraduate,Female,SC,Sikh,No,Yes,No,50.58,Medium,Yes,1
Scholarship Scheme 2869,High School,All,OBC,Christian,No,Yes,No,65.02,Medium,Yes,1
Scholarship Scheme 2870,Doctorate,Female,SC,Muslim,Yes,No,No,96.59,High,Yes,1
Scholarship Scheme 2871,High School,Male,OBC,Christian,No,No,Yes,65.5,High,Yes,0
Scholarship Scheme 2872,Postgraduate,Female,General,Sikh,No,No,Yes,67.99,High,Yes,1
Scholarship Scheme 2873,Undergraduate,Female,ST,Muslim,No,No,Yes,73.61,Medium,Yes,0
Scholarship Scheme 2874,High School,Male,ST,Muslim,No,Yes,Yes,78.03,High,Yes,0
Scholarship Scheme 2875,High School,Female,SC,Hindu,No,No,No,90.35,Medium,Yes,0
Scholarship Scheme 2876,Postgraduate,All,OBC,Hindu,No,No,No,59.5,Medium,Yes,0
Scholarship Scheme 2877,Postgraduate,All,ST,Christian,Yes,Yes,No,93.5,Low,Yes,0
Scholarship Scheme 2878,High School,All,General,Hindu,Yes,Yes,Yes,87.8,Low,Yes,0
Scholarship Scheme 2879,Doctorate,All,General,Hindu,No,Yes,No,86.06,High,Yes,0
Scholarship Scheme 2880,High School,Female,General,Hindu,Yes,Yes,Yes,54.33,Medium,Yes,0
Scholarship Scheme 2881,Postgraduate,Female,SC,Hindu,No,Yes,Yes,51.08,Medium,Yes,1
Scholarship Scheme 2882,Undergraduate,Male,SC,Sikh,Yes,Yes,Yes,79.64,Medium,Yes,0
Scholarship Scheme 2883,Undergraduate,Female,OBC,Sikh,Yes,Yes,No,93.07,Low,Yes,1
Scholarship Scheme 2884,Doctorate,Female,General,Hindu,Yes,No,No,79.16,Medium,Yes,0
Scholarship Scheme 2885,High School,Female,OBC,Christian,No,No,No,60.64,High,Yes,0
Scholarship Scheme 2886,Undergraduate,Male,OBC,Sikh,Yes,Yes,No,54.52,High,Yes,1
Scholarship Scheme 2887,High School,All,General,Hindu,Yes,No,Yes,84.91,Low,Yes,0
Scholarship Scheme 2888,Postgraduate,Female,OBC,Sikh,No,No,No,86.02,High,Yes,1
Scholarship Scheme 2889,Undergraduate,Male,ST,Muslim,No,Yes,Yes,58.61,Medium,Yes,0
Scholarship Scheme 2890,Doctorate,Male,SC,Sikh,Yes,Yes,Yes,51.41,Medium,Yes,0
Scholarship Scheme 2891,Postgraduate,Male,OBC,Sikh,No,Yes,Yes,70.37,High,Yes,0
Scholarship Scheme 2892,Doctorate,All,General,Christian,Yes,Yes,Yes,79.08,Low,Yes,1
Scholarship Scheme 2893,Postgraduate,Female,SC,Sikh,Yes,Yes,Yes,85.23,Medium,Yes,0
Scholarship Scheme 2894,Undergraduate,Male,SC,Christian,No,No,Yes,90.42,Medium,Yes,0
Scholarship Scheme 2895,Doctorate,All,OBC,Muslim,No,No,Yes,80.47,Low,Yes,1
Scholarship Scheme 2896,Doctorate,Male,ST,Hindu,Yes,Yes,No,55.53,Medium,Yes,0
Scholarship Scheme 2897,Postgraduate,Male,OBC,Christian,No,Yes,No,84.06,High,Yes,1
Scholarship Scheme 2898,Doctorate,Male,ST,Sikh,Yes,No,Yes,99.11,High,Yes,0
Scholarship Scheme 2899,Postgraduate,Male,SC,Sikh,No,No,No,95.19,Low,Yes,1
Scholarship Scheme 2900,Postgraduate,Male,OBC,Christian,No,No,No,93.5,Low,Yes,0
Scholarship Scheme 2901,Postgraduate,All,General,Muslim,No,Yes,No,65.08,High,Yes,0
Scholarship Scheme 2902,Postgraduate,Female,OBC,Hindu,No,Yes,No,87.46,Low,Yes,1
Scholarship Scheme 2903,Undergraduate,Female,ST,Sikh,No,No,Yes,92.47,High,Yes,0
Scholarship Scheme 2904,Postgraduate,Female,ST,Muslim,Yes,Yes,No,83.85,Low,Yes,0
Scholarship Scheme 2905,High School,Female,OBC,Hindu,Yes,No,Yes,62.5,High,Yes,1
Scholarship Scheme 2906,Doctorate,All,ST,Hindu,Yes,Yes,Yes,97.6,Medium,Yes,0
Scholarship Scheme 2907,High School,All,SC,Sikh,No,Yes,No,72.5,Medium,Yes,1
Scholarship Scheme 2908,Undergraduate,All,OBC,Christian,Yes,No,No,56.48,High,Yes,1
Scholarship Scheme 2909,High School,Male,ST,Sikh,Yes,No,Yes,55.48,Medium,Yes,1
Scholarship Scheme 2910,Doctorate,Male,OBC,Sikh,No,Yes,Yes,82.31,High,Yes,1
Scholarship Scheme 2911,High School,Male,OBC,Sikh,No,No,No,71.84,Low,Yes,0
Scholarship Scheme 2912,Undergraduate,Female,General,Muslim,No,Yes,No,54.71,Medium,Yes,1
Scholarship Scheme 2913,Postgraduate,Male,OBC,Christian,Yes,No,Yes,86.94,Medium,Yes,0
Scholarship Scheme 2914,High School,Female,General,Muslim,Yes,No,No,89.89,Medium,Yes,1
Scholarship Scheme 2915,Undergraduate,Male,ST,Sikh,No,Yes,Yes,86.2,High,Yes,0
Scholarship Scheme 2916,Undergraduate,Female,General,Christian,Yes,Yes,Yes,60.09,Medium,Yes,1
Scholarship Scheme 2917,Doctorate,Male,General,Hindu,Yes,Yes,Yes,84.42,Low,Yes,1
Scholarship Scheme 2918,Doctorate,Male,General,Christian,No,No,Yes,50.54,Medium,Yes,0
Scholarship Scheme 2919,High School,All,SC,Sikh,Yes,No,No,65.23,Low,Yes,0
Scholarship Scheme 2920,Postgraduate,Male,General,Christian,No,Yes,Yes,69.9,Medium,Yes,1
Scholarship Scheme 2921,Undergraduate,Male,OBC,Hindu,Yes,No,Yes,91.68,Medium,Yes,0
Scholarship Scheme 2922,High School,All,General,Hindu,No,Yes,No,69.48,Low,Yes,0
Scholarship Scheme 2923,Undergraduate,Female,OBC,Christian,Yes,Yes,No,50.56,Medium,Yes,0
Scholarship Scheme 2924,Undergraduate,All,General,Hindu,Yes,Yes,Yes,67.58,Low,Yes,0
Scholarship Scheme 2925,Postgraduate,All,SC,Muslim,No,Yes,No,74.9,Low,Yes,0
Scholarship Scheme 2926,Postgraduate,Female,ST,Christian,No,Yes,No,97.36,Low,Yes,0
Scholarship Scheme 2927,High School,Male,General,Hindu,No,No,Yes,96.96,Medium,Yes,0
Scholarship Scheme 2928,Postgraduate,Female,General,Hindu,No,No,No,59.03,Medium,Yes,0
Scholarship Scheme 2929,Postgraduate,Male,SC,Christian,Yes,Yes,No,59.24,Low,Yes,0
Scholarship Scheme 2930,High School,Male,General,Muslim,No,No,No,58.15,Medium,Yes,0
Scholarship Scheme 2931,Postgraduate,Female,OBC,Christian,No,Yes,No,89.37,High,Yes,0
Scholarship Scheme 2932,Doctorate,All,General,Hindu,No,No,No,50.3,Low,Yes,0
Scholarship Scheme 2933,Undergraduate,Female,General,Christian,No,No,Yes,56.35,Low,Yes,0
Scholarship Scheme 2934,Undergraduate,Male,ST,Hindu,No,Yes,No,76.84,High,Yes,1
Scholarship Scheme 2935,Undergraduate,Female,ST,Sikh,Yes,No,Yes,62.35,High,Yes,0
Scholarship Scheme 2936,Undergraduate,Female,General,Christian,No,Yes,Yes,54.61,Low,Yes,0
Scholarship Scheme 2937,High School,Male,SC,Christian,No,No,No,67.96,High,Yes,0
Scholarship Scheme 2938,Undergraduate,All,ST,Hindu,No,Yes,No,63.68,Low,Yes,1
Scholarship Scheme 2939,Undergraduate,Female,General,Hindu,Yes,Yes,No,75.5,Medium,Yes,0
Scholarship Scheme 2940,Undergraduate,Male,ST,Hindu,Yes,Yes,No,98.86,High,Yes,1
Scholarship Scheme 2941,Undergraduate,Male,General,Hindu,Yes,Yes,No,56.2,Low,Yes,0
Scholarship Scheme 2942,Doctorate,Female,ST,Christian,No,Yes,No,68.6,Low,Yes,0
Scholarship Scheme 2943,Undergraduate,All,ST,Hindu,No,Yes,No,96.51,Low,Yes,1
Scholarship Scheme 2944,Doctorate,Female,OBC,Christian,Yes,No,No,93.76,High,Yes,0
Scholarship Scheme 2945,High School,All,General,Muslim,Yes,Yes,No,69.67,Medium,Yes,1
Scholarship Scheme 2946,Postgraduate,All,General,Christian,No,No,No,84.88,Medium,Yes,1
Scholarship Scheme 2947,Undergraduate,All,General,Hindu,No,Yes,No,54.38,High,Yes,1
Scholarship Scheme 2948,Postgraduate,All,General,Hindu,No,No,No,85.56,Low,Yes,1
Scholarship Scheme 2949,Postgraduate,Female,ST,Muslim,Yes,Yes,Yes,98.55,Low,Yes,0
Scholarship Scheme 2950,High School,Male,OBC,Christian,No,Yes,No,76.82,Low,Yes,0
Scholarship Scheme 2951,Postgraduate,Male,OBC,Muslim,No,No,Yes,74.87,High,Yes,0
Scholarship Scheme 2952,Doctorate,Male,SC,Christian,Yes,Yes,Yes,59.35,High,Yes,1
Scholarship Scheme 2953,Postgraduate,Male,General,Hindu,Yes,Yes,No,81.63,Low,Yes,0
Scholarship Scheme 2954,Postgraduate,Male,SC,Christian,Yes,Yes,Yes,79.46,Low,Yes,0
Scholarship Scheme 2955,Postgraduate,Male,ST,Hindu,No,Yes,No,82.53,Low,Yes,1
Scholarship Scheme 2956,Undergraduate,Female,SC,Hindu,Yes,No,No,51.3,High,Yes,0
Scholarship Scheme 2957,Undergraduate,All,General,Sikh,Yes,Yes,Yes,77.38,High,Yes,1
Scholarship Scheme 2958,Doctorate,Male,OBC,Sikh,No,No,No,79.69,Medium,Yes,1
Scholarship Scheme 2959,Doctorate,Female,OBC,Christian,No,Yes,Yes,60.36,Low,Yes,0
Scholarship Scheme 2960,Undergraduate,Male,General,Hindu,Yes,Yes,Yes,60.4,Low,Yes,1
Scholarship Scheme 2961,Doctorate,Male,ST,Muslim,No,Yes,No,63.78,Medium,Yes,1
Scholarship Scheme 2962,Undergraduate,All,General,Hindu,Yes,Yes,Yes,85.51,Low,Yes,1
Scholarship Scheme 2963,High School,All,ST,Muslim,No,No,Yes,80.25,Medium,Yes,0
Scholarship Scheme 2964,Postgraduate,All,OBC,Christian,No,Yes,No,92.2,High,Yes,0
Scholarship Scheme 2965,Postgraduate,Male,ST,Christian,Yes,Yes,Yes,64.75,Medium,Yes,0
Scholarship Scheme 2966,Doctorate,Male,General,Muslim,Yes,Yes,No,95.51,Medium,Yes,1
Scholarship Scheme 2967,Undergraduate,Male,General,Muslim,Yes,No,No,87.11,High,Yes,0
Scholarship Scheme 2968,Undergraduate,All,General,Hindu,No,No,No,69.71,Low,Yes,0
Scholarship Scheme 2969,Doctorate,Female,ST,Christian,Yes,No,No,54.75,Medium,Yes,0
Scholarship Scheme 2970,Undergraduate,Male,ST,Hindu,No,No,Yes,62.82,Medium,Yes,0
Scholarship Scheme 2971,High School,Male,ST,Muslim,No,Yes,No,97.74,Low,Yes,0
Scholarship Scheme 2972,Postgraduate,Male,OBC,Sikh,Yes,Yes,Yes,65.49,Medium,Yes,0
Scholarship Scheme 2973,Doctorate,Female,SC,Sikh,No,No,Yes,66.46,High,Yes,1
